CCD_KEY,BAT_CODE,BAT_DESC,ISS_CODE,ISS_DESC,Session Categoy,FQPM,MedicalMember,Specialism Count,Panel requirement code,FTA Respondent,Notes
075AA,75,HOUSING BENEFIT,AA,INVALID,1,,,,84,Tribunal Judge,
075AB,75,HOUSING BENEFIT,AB,SANCTION FOR ANTI-SOCIAL BEHAVIOUR,1,,,,84,Tribunal Judge,
075AS,75,HOUSING BENEFIT,AS,ASYLUM,1,,,,84,Tribunal Judge,
075AX,75,HOUSING BENEFIT,AX,ASSESSED AS UNABLE TO PAY – COMPLEX,1,,,,84,Tribunal Judge,
075BD,75,HOUSING BENEFIT,BD,BACKDATING,1,,,,84,Tribunal Judge,
075BR,75,HOUSING BENEFIT,BR,BEDROOM REDUCTION,1,,,,84,Tribunal Judge,
075CC,75,HOUSING BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
075CE,75,HOUSING BENEFIT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
075CL,75,HOUSING BENEFIT,CL,CAPITAL,1,,,,84,Tribunal Judge,
075CP,75,HOUSING BENEFIT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
075DC,75,HOUSING BENEFIT,DC,DIRECT PAYMENT OF HB - CLAIMANT,1,,,,84,Tribunal Judge,
075DD,75,HOUSING BENEFIT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
075DE,75,HOUSING BENEFIT,DE,DATE OF ENTITLEMENT,1,,,,84,Tribunal Judge,
075DL,75,HOUSING BENEFIT,DL,DIRECT PAYMENT OF HB - LANDLORD,1,,,,84,Tribunal Judge,
075DP,75,HOUSING BENEFIT,DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,1,,,,84,Tribunal Judge,
075EC,75,HOUSING BENEFIT,EC,ECHR,1,,,,84,Tribunal Judge,
075EX,75,HOUSING BENEFIT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
075GC,75,HOUSING BENEFIT,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
075HS,75,HOUSING BENEFIT,HS,SUPPORTED HOUSING - WHAT IS ELIGIBLE FOR HB,1,,,,84,Tribunal Judge,
075HT,75,HOUSING BENEFIT,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
075IQ,75,HOUSING BENEFIT,IQ,INCOME QUERY,1,,,,84,Tribunal Judge,
075LE,75,HOUSING BENEFIT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
075LH,75,HOUSING BENEFIT,LH,LOCAL HOUSING ALLOWANCE,1,,,,84,Tribunal Judge,
075LT,75,HOUSING BENEFIT,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
075LX,75,HOUSING BENEFIT,LX,ASSESSED AS UNLIKELY TO PAY – COMPLEX,1,,,,84,Tribunal Judge,
075OC,75,HOUSING BENEFIT,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
075OL,75,HOUSING BENEFIT,OL,OVERPAYMENT - SEEK RECOVERY FROM LANDLORD/LETTING,1,,,,84,Tribunal Judge,
075OS,75,HOUSING BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
075OX,75,HOUSING BENEFIT,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
075PC,75,HOUSING BENEFIT,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
075PF,75,HOUSING BENEFIT,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
075PR,75,HOUSING BENEFIT,PR,PREMIUMS,1,,,,84,Tribunal Judge,
075RA,75,HOUSING BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
075RC,75,HOUSING BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
075RD,75,HOUSING BENEFIT,RD,RENT OFFICERS DECISIONS,1,,,,84,Tribunal Judge,
075RG,75,HOUSING BENEFIT,RG,RECIPROCAL AGREEMENT,1,,,,84,Tribunal Judge,
075RI,75,HOUSING BENEFIT,RI,RENT ISSUES - INCLUDING OLD REG 11,1,,,,84,Tribunal Judge,
075RL,75,HOUSING BENEFIT,RL,LIABILITY TO PAY RENT,1,,,,84,Tribunal Judge,
075RS,75,HOUSING BENEFIT,RS,RESIDENCY,1,,,,84,Tribunal Judge,
075SC,75,HOUSING BENEFIT,SC,SANCTION APPLIED IN ONE PILOT,1,,,,84,Tribunal Judge,
075SS,75,HOUSING BENEFIT,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
075SU,75,HOUSING BENEFIT,SU,SUSPENSIONS,1,,,,84,Tribunal Judge,
075SX,75,HOUSING BENEFIT,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
075TB,75,HOUSING BENEFIT,TB,TERMINATION OF BENEFIT - FAILURE TO PROVIDE FURTHE,1,,,,84,Tribunal Judge,
075TE,75,HOUSING BENEFIT,TE,EXCEPTIONAL CIRCUMSTANCES PAYMENTS,1,,,,84,Tribunal Judge,
075TO,75,HOUSING BENEFIT,TO,EXCEPTIONAL HARDSHIP PAYMENTS,1,,,,84,Tribunal Judge,
075UA,75,HOUSING BENEFIT,UA,ASSESSED AS UNABLE TO PAY - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
075UL,75,HOUSING BENEFIT,UL,ASSESSED AS UNLIKELY TO PAY - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
076AA,76,LOOKALIKES,AA,INVALID,N/A,,,,,,
076AS,76,LOOKALIKES,AS,ASYLUM,N/A,,,,,,
076AT,76,LOOKALIKES,AT,ALL WORK TEST,N/A,,,,,,
076BW,76,LOOKALIKES,BW,BACK TO WORK BONUS,N/A,,,,,,
076CC,76,LOOKALIKES,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
076CD,76,LOOKALIKES,CD,CARE (DLA),N/A,,,,,,
076CE,76,LOOKALIKES,CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
076CF,76,LOOKALIKES,CF,CARE/MOBILITY (DLA),N/A,,,,,,
076CL,76,LOOKALIKES,CL,CAPITAL,N/A,,,,,,
076CM,76,LOOKALIKES,CM,CHILD MAINTENANCE BONUS,N/A,,,,,,
076CP,76,LOOKALIKES,CP,CIVIL PENALTIES,N/A,,,,,,
076CR,76,LOOKALIKES,CR,CREDITS,N/A,,,,,,
076CS,76,LOOKALIKES,CS,"CHEST-PNEUMO', ASBESTOS ETC",N/A,,,,,,
076DD,76,LOOKALIKES,DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
076DP,76,LOOKALIKES,DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,N/A,,,,,,
076DQ,76,LOOKALIKES,DQ,DISABLEMENT QUESTION,N/A,,,,,,
076EC,76,LOOKALIKES,EC,ECHR,N/A,,,,,,
076EX,76,LOOKALIKES,EX,EX LEGISLATION,N/A,,,,,,
076GC,76,LOOKALIKES,GC,GOOD CAUSE,N/A,,,,,,
076HC,76,LOOKALIKES,HC,HOUSING COSTS,N/A,,,,,,
076HT,76,LOOKALIKES,HT,HABITUAL RESIDENCE TEST,N/A,,,,,,
076IA,76,LOOKALIKES,IA,INDUSTRIAL ACCIDENT,N/A,,,,,,
076ID,76,LOOKALIKES,ID,INDUSTRIAL DISEASE,N/A,,,,,,
076IQ,76,LOOKALIKES,IQ,INCOME QUERY,N/A,,,,,,
076LE,76,LOOKALIKES,LE,LATE (EXTENDING BACK),N/A,,,,,,
076LM,76,LOOKALIKES,LM,LABOUR MARKET ISSUES,N/A,,,,,,
076LT,76,LOOKALIKES,LT,LIVING TOGETHER,N/A,,,,,,
076MD,76,LOOKALIKES,MD,MOBILITY (DLA),N/A,,,,,,
076OC,76,LOOKALIKES,OC,OVERPAYMENT - CAPITAL,N/A,,,,,,
076ON,76,LOOKALIKES,ON,ONE PROJECT,N/A,,,,,,
076OS,76,LOOKALIKES,OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
076OX,76,LOOKALIKES,OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
076PC,76,LOOKALIKES,PC,PROPERTY/CAPITAL SETTLEMENT,N/A,,,,,,
076PF,76,LOOKALIKES,PF,PERSONS FROM ABROAD,N/A,,,,,,
076PR,76,LOOKALIKES,PR,PREMIUMS,N/A,,,,,,
076RA,76,LOOKALIKES,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
076RB,76,LOOKALIKES,RB,REDUCED BENEFIT DIRECTION,N/A,,,,,,
076RC,76,LOOKALIKES,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
076RG,76,LOOKALIKES,RG,RECIPROCAL AGREEMENT,N/A,,,,,,
076SF,76,LOOKALIKES,SF,FUNERAL,N/A,,,,,,
076SM,76,LOOKALIKES,SM,MATERNITY,N/A,,,,,,
076SS,76,LOOKALIKES,SS,SELF EMPLOYED - STRAIGHTFORWARD,N/A,,,,,,
076SU,76,LOOKALIKES,SU,SUSPENSIONS,N/A,,,,,,
076SX,76,LOOKALIKES,SX,SELF EMPLOYED - COMPLEX,N/A,,,,,,
077AA,77,COUNCIL TAX BENEFIT,AA,INVALID,1,,,,84,Tribunal Judge,
077AS,77,COUNCIL TAX BENEFIT,AS,ASYLUM,1,,,,84,Tribunal Judge,
077BD,77,COUNCIL TAX BENEFIT,BD,BACKDATING,1,,,,84,Tribunal Judge,
077CC,77,COUNCIL TAX BENEFIT,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
077CE,77,COUNCIL TAX BENEFIT,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
077CL,77,COUNCIL TAX BENEFIT,CL,CAPITAL,1,,,,84,Tribunal Judge,
077CP,77,COUNCIL TAX BENEFIT,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
077DD,77,COUNCIL TAX BENEFIT,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
077DE,77,COUNCIL TAX BENEFIT,DE,DATE OF ENTITLEMENT,1,,,,84,Tribunal Judge,
077DP,77,COUNCIL TAX BENEFIT,DP,DISABILITY PREMIUM/SEVERE DISABILITY PREMIUM,1,,,,84,Tribunal Judge,
077EC,77,COUNCIL TAX BENEFIT,EC,ECHR,1,,,,84,Tribunal Judge,
077EX,77,COUNCIL TAX BENEFIT,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
077GC,77,COUNCIL TAX BENEFIT,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
077HT,77,COUNCIL TAX BENEFIT,HT,HABITUAL RESIDENCE TEST,1,,,,84,Tribunal Judge,
077IQ,77,COUNCIL TAX BENEFIT,IQ,INCOME QUERY,1,,,,84,Tribunal Judge,
077LE,77,COUNCIL TAX BENEFIT,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
077LT,77,COUNCIL TAX BENEFIT,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
077OC,77,COUNCIL TAX BENEFIT,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
077OL,77,COUNCIL TAX BENEFIT,OL,OVERPAYMENT - SEEK RECOVERY FROM LANDLORD/LETTING,1,,,,84,Tribunal Judge,
077OS,77,COUNCIL TAX BENEFIT,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
077OX,77,COUNCIL TAX BENEFIT,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
077PC,77,COUNCIL TAX BENEFIT,PC,PROPERTY/CAPITAL SETTLEMENT,1,,,,84,Tribunal Judge,
077PF,77,COUNCIL TAX BENEFIT,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
077PR,77,COUNCIL TAX BENEFIT,PR,PREMIUMS,1,,,,84,Tribunal Judge,
077RA,77,COUNCIL TAX BENEFIT,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
077RC,77,COUNCIL TAX BENEFIT,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
077RG,77,COUNCIL TAX BENEFIT,RG,RECIPROCAL AGREEMENT,1,,,,84,Tribunal Judge,
077SC,77,COUNCIL TAX BENEFIT,SC,SANCTION APPLIED IN ONE PILOT,1,,,,84,Tribunal Judge,
077SR,77,COUNCIL TAX BENEFIT,SR,SECOND ADULT REBATE,1,,,,84,Tribunal Judge,
077SS,77,COUNCIL TAX BENEFIT,SS,SELF EMPLOYED - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
077SU,77,COUNCIL TAX BENEFIT,SU,SUSPENSIONS,1,,,,84,Tribunal Judge,
077SX,77,COUNCIL TAX BENEFIT,SX,SELF EMPLOYED - COMPLEX,1,,,,84,Tribunal Judge,
077TB,77,COUNCIL TAX BENEFIT,TB,TERMINATION OF BENEFIT - FAILURE TO PROVIDE FURTHE,1,,,,84,Tribunal Judge,
077TE,77,COUNCIL TAX BENEFIT,TE,EXCEPTIONAL CIRCUMSTANCES PAYMENTS,1,,,,84,Tribunal Judge,
077TO,77,COUNCIL TAX BENEFIT,TO,EXCEPTIONAL HARDSHIP PAYMENTS,1,,,,84,Tribunal Judge,
079AA,79,MATERNITY BENEFIT/ALLOWANCES,AA,INVALID,N/A,,,,,,
079CC,79,MATERNITY BENEFIT/ALLOWANCES,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
079CE,79,MATERNITY BENEFIT/ALLOWANCES,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
079CP,79,MATERNITY BENEFIT/ALLOWANCES,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
079DD,79,MATERNITY BENEFIT/ALLOWANCES,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
079EC,79,MATERNITY BENEFIT/ALLOWANCES,EC,ECHR,1,,,,84,Tribunal Judge,
079EX,79,MATERNITY BENEFIT/ALLOWANCES,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
079GC,79,MATERNITY BENEFIT/ALLOWANCES,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
079LE,79,MATERNITY BENEFIT/ALLOWANCES,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
079LT,79,MATERNITY BENEFIT/ALLOWANCES,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
079ON,79,MATERNITY BENEFIT/ALLOWANCES,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
079OS,79,MATERNITY BENEFIT/ALLOWANCES,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
079OX,79,MATERNITY BENEFIT/ALLOWANCES,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
079RA,79,MATERNITY BENEFIT/ALLOWANCES,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
079RC,79,MATERNITY BENEFIT/ALLOWANCES,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
082AA,82,RETIREMENT PENSION,AA,INVALID,N/A,,,,,,
082CB,82,RETIREMENT PENSION,CB,CONTRIBUTION RECORDS,1,,,,84,Tribunal Judge,
082CC,82,RETIREMENT PENSION,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
082CE,82,RETIREMENT PENSION,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
082CP,82,RETIREMENT PENSION,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
082DD,82,RETIREMENT PENSION,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
082EC,82,RETIREMENT PENSION,EC,ECHR,1,,,,84,Tribunal Judge,
082EX,82,RETIREMENT PENSION,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
082GC,82,RETIREMENT PENSION,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
082LE,82,RETIREMENT PENSION,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
082LT,82,RETIREMENT PENSION,LT,LIVING TOGETHER,1,,,,84,Tribunal Judge,
082ON,82,RETIREMENT PENSION,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
082OS,82,RETIREMENT PENSION,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
082OX,82,RETIREMENT PENSION,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
082RA,82,RETIREMENT PENSION,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
082RC,82,RETIREMENT PENSION,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
085AA,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,AA,INVALID,N/A,,,,,,
085AT,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,AT,ALL WORK TEST,N/A,,,,,,
085CC,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,N/A,,,,,,
085CE,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,CE,CONDITIONS OF ENTITLEMENT,N/A,,,,,,
085CP,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,CP,CIVIL PENALTIES,N/A,,,,,,
085DD,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,DD,APPEAL DIRECTLY LODGED,N/A,,,,,,
085DQ,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,DQ,DISABLEMENT QUESTION,N/A,,,,,,
085EC,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,EC,ECHR,N/A,,,,,,
085EX,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,EX,EX LEGISLATION,N/A,,,,,,
085GC,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,GC,GOOD CAUSE,N/A,,,,,,
085LE,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,LE,LATE (EXTENDING BACK),N/A,,,,,,
085OC,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,OC,OVERPAYMENT - CAPITAL,N/A,,,,,,
085ON,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,ON,ONE PROJECT,N/A,,,,,,
085OS,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,OS,OVERPAYMENT - STRAIGHTFORWARD,N/A,,,,,,
085OX,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,OX,OVERPAYMENT - COMPLEX,N/A,,,,,,
085RA,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,N/A,,,,,,
085RC,58,SEVERE DISABLEMENT BENEFIT/ALLOWANCE,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,N/A,,,,,,
088AA,88,SOCIAL FUND - MATERNITY,AA,INVALID,N/A,,,,,,
088CC,88,SOCIAL FUND - MATERNITY,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
088CE,88,SOCIAL FUND - MATERNITY,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
088CP,88,SOCIAL FUND - MATERNITY,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
088DD,88,SOCIAL FUND - MATERNITY,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
088EC,88,SOCIAL FUND - MATERNITY,EC,ECHR,1,,,,84,Tribunal Judge,
088EX,88,SOCIAL FUND - MATERNITY,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
088GC,88,SOCIAL FUND - MATERNITY,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
088LE,88,SOCIAL FUND - MATERNITY,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
088OC,88,SOCIAL FUND - MATERNITY,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
088ON,88,SOCIAL FUND - MATERNITY,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
088OS,88,SOCIAL FUND - MATERNITY,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
088OX,88,SOCIAL FUND - MATERNITY,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
088PF,88,SOCIAL FUND - MATERNITY,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
088RA,88,SOCIAL FUND - MATERNITY,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
088RC,88,SOCIAL FUND - MATERNITY,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
088SF,88,SOCIAL FUND - MATERNITY,SF,FUNERAL,1,,,,84,Tribunal Judge,
088SM,88,SOCIAL FUND - MATERNITY,SM,MATERNITY,1,,,,84,Tribunal Judge,
089AA,89,SOCIAL FUND - FUNERAL,AA,INVALID,N/A,,,,,,
089CC,89,SOCIAL FUND - FUNERAL,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,1,,,,84,Tribunal Judge,
089CE,89,SOCIAL FUND - FUNERAL,CE,CONDITIONS OF ENTITLEMENT,1,,,,84,Tribunal Judge,
089CP,89,SOCIAL FUND - FUNERAL,CP,CIVIL PENALTIES,1,,,,84,Tribunal Judge,
089DD,89,SOCIAL FUND - FUNERAL,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
089EC,89,SOCIAL FUND - FUNERAL,EC,ECHR,1,,,,84,Tribunal Judge,
089EX,89,SOCIAL FUND - FUNERAL,EX,EX LEGISLATION,1,,,,84,Tribunal Judge,
089GC,89,SOCIAL FUND - FUNERAL,GC,GOOD CAUSE,1,,,,84,Tribunal Judge,
089LE,89,SOCIAL FUND - FUNERAL,LE,LATE (EXTENDING BACK),1,,,,84,Tribunal Judge,
089OC,89,SOCIAL FUND - FUNERAL,OC,OVERPAYMENT - CAPITAL,1,,,,84,Tribunal Judge,
089ON,89,SOCIAL FUND - FUNERAL,ON,ONE PROJECT,1,,,,84,Tribunal Judge,
089OS,89,SOCIAL FUND - FUNERAL,OS,OVERPAYMENT - STRAIGHTFORWARD,1,,,,84,Tribunal Judge,
089OX,89,SOCIAL FUND - FUNERAL,OX,OVERPAYMENT - COMPLEX,1,,,,84,Tribunal Judge,
089PF,89,SOCIAL FUND - FUNERAL,PF,PERSONS FROM ABROAD,1,,,,84,Tribunal Judge,
089RA,89,SOCIAL FUND - FUNERAL,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,1,,,,84,Tribunal Judge,
089RC,89,SOCIAL FUND - FUNERAL,RC,RATE OF ASSESSMENT/PAYABILITY ISSUES - COMPLEX,1,,,,84,Tribunal Judge,
089SF,89,SOCIAL FUND - FUNERAL,SF,FUNERAL,1,,,,84,Tribunal Judge,
089SM,89,SOCIAL FUND - FUNERAL,SM,MATERNITY,1,,,,84,Tribunal Judge,
090DD,90,CHILDREN'S FUNERAL FUND FOR ENGLAND,DD,APPEAL DIRECTLY LODGED,1,,,,84,Tribunal Judge,
090FF,90,CHILDREN'S FUNERAL FUND FOR ENGLAND,FF,FUNERAL FUND,1,,,,84,Tribunal Judge,
091AA,91,VACCINE DAMAGE APPEALS TRIBUNALS,AA,INVALID,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091AA,91,VACCINE DAMAGE APPEALS TRIBUNALS,AA,INVALID,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091CC,91,VACCINE DAMAGE APPEALS TRIBUNALS,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091CC,91,VACCINE DAMAGE APPEALS TRIBUNALS,CC,CONDITIONS OF ENTITLEMENT - COMPLEX,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091CE,91,VACCINE DAMAGE APPEALS TRIBUNALS,CE,CONDITIONS OF ENTITLEMENT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091CE,91,VACCINE DAMAGE APPEALS TRIBUNALS,CE,CONDITIONS OF ENTITLEMENT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091CP,91,VACCINE DAMAGE APPEALS TRIBUNALS,CP,CIVIL PENALTIES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091CP,91,VACCINE DAMAGE APPEALS TRIBUNALS,CP,CIVIL PENALTIES,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091DD,91,VACCINE DAMAGE APPEALS TRIBUNALS,DD,APPEAL DIRECTLY LODGED,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091DD,91,VACCINE DAMAGE APPEALS TRIBUNALS,DD,APPEAL DIRECTLY LODGED,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091DQ,91,VACCINE DAMAGE APPEALS TRIBUNALS,DQ,DISABLEMENT QUESTION,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091DQ,91,VACCINE DAMAGE APPEALS TRIBUNALS,DQ,DISABLEMENT QUESTION,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091EC,91,VACCINE DAMAGE APPEALS TRIBUNALS,EC,ECHR,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091EC,91,VACCINE DAMAGE APPEALS TRIBUNALS,EC,ECHR,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091GC,91,VACCINE DAMAGE APPEALS TRIBUNALS,GC,GOOD CAUSE,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091GC,91,VACCINE DAMAGE APPEALS TRIBUNALS,GC,GOOD CAUSE,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091LE,91,VACCINE DAMAGE APPEALS TRIBUNALS,LE,LATE (EXTENDING BACK),5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091LE,91,VACCINE DAMAGE APPEALS TRIBUNALS,LE,LATE (EXTENDING BACK),6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091ON,91,VACCINE DAMAGE APPEALS TRIBUNALS,ON,ONE PROJECT,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
091ON,91,VACCINE DAMAGE APPEALS TRIBUNALS,ON,ONE PROJECT,6,,,2,"84, 58, 58","Tribunal Judge, Tribunal Member Medical, Tribunal Member Medical",If x2 specialisms recorded
091RA,91,VACCINE DAMAGE APPEALS TRIBUNALS,RA,RATE OF ASSESSMENT/PAYABILITY ISSUES,5,,,1,"84, 58","Tribunal Judge, Tribunal Member Medical",If x1 specialism recorded
